ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp,price,TrafficScore,VehicleWeight,RawDemand,NormalizedDemand,Price1
12,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0,04-10-2016,14:02:00,2016-10-04 14:02:00,,1.0,1.0,0.9649913344887348,0.33537450770083327,12.347621553905832
13,BHMBCCMKT01,577,26.14453614,91.73617216,215,truck,average,3,0,04-10-2016,14:29:00,2016-10-04 14:29:00,,0.5,2.0,0.7990467937608321,-0.08130571460731215,9.430859997748815
14,BHMBCCMKT01,577,26.14453614,91.73617216,192,bike,average,3,0,04-10-2016,14:57:00,2016-10-04 14:57:00,,0.5,0.5,0.6331022530329291,-0.4979859369154584,6.514098441591791
15,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,2,0,04-10-2016,15:30:00,2016-10-04 15:30:00,,0.0,1.0,0.6143847487001733,-0.5449848549408162,6.185106015414288
16,BHMBCCMKT01,577,26.14453614,91.73617216,162,bike,low,1,0,04-10-2016,16:04:00,2016-10-04 16:04:00,,0.0,0.5,0.3623050259965338,-1.177947135198987,5.0
17,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0,04-10-2016,16:31:00,2016-10-04 16:31:00,,0.5,1.0,0.4491334488734835,-0.9599243765813567,5.0
18,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,05-10-2016,07:57:00,2016-10-05 07:57:00,,0.0,1.0,0.3374350086655113,-1.2403947716493462,5.0
19,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,05-10-2016,08:30:00,2016-10-05 08:30:00,,0.5,1.0,0.19090121317157716,-1.608335375264529,5.0
20,BHMBCCMKT01,577,26.14453614,91.73617216,71,car,low,2,0,05-10-2016,09:04:00,2016-10-05 09:04:00,,0.0,1.0,0.5492201039861352,-0.7086107176957644,5.03972497612965
21,BHMBCCMKT01,577,26.14453614,91.73617216,83,car,average,2,0,05-10-2016,09:30:00,2016-10-05 09:30:00,,0.5,1.0,0.4075389948006932,-1.0643664166377065,5.0
22,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,low,3,0,05-10-2016,10:04:00,2016-10-05 10:04:00,,0.0,1.0,0.7790294627383016,-0.13156844638443085,9.079020875308984
23,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,high,4,0,05-10-2016,10:30:00,2016-10-05 10:30:00,,1.0,2.0,0.7887348353552859,-0.10719863703794963,9.249609540734353
24,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,average,4,0,05-10-2016,11:04:00,2016-10-05 11:04:00,,0.5,0.5,0.8025996533795495,-0.07238462368583244,9.493307634199173
25,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,average,4,0,05-10-2016,11:30:00,2016-10-05 11:30:00,,0.5,1.0,0.8623050259965338,0.07753322131171955,10.542732549182038
26,BHMBCCMKT01,577,26.14453614,91.73617216,178,car,high,6,0,05-10-2016,12:04:00,2016-10-05 12:04:00,,1.0,1.0,1.1233968804159449,0.733124610248767,15.131872271741369
27,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,05-10-2016,12:30:00,2016-10-05 12:30:00,,1.0,1.0,1.3268630849220107,1.2440202561910787,18.708141793337553
28,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,high,7,0,05-10-2016,12:57:00,2016-10-05 12:57:00,,1.0,1.0,1.3213171577123053,1.230094650850232,18.610662555951624
29,BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,05-10-2016,13:30:00,2016-10-05 13:30:00,,1.0,2.0,1.2240901213171578,0.9859613822185135,16.901729675529594
30,BHMBCCMKT01,577,26.14453614,91.73617216,174,car,average,4,0,05-10-2016,13:57:00,2016-10-05 13:57:00,,0.5,1.0,0.8706239168110919,0.09842162932298953,10.688951405260926
31,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,high,5,0,05-10-2016,14:30:00,2016-10-05 14:30:00,,1.0,1.0,0.909532062391681,0.1961184542923667,11.372829180046566
32,BHMBCCMKT01,577,26.14453614,91.73617216,145,car,average,3,0,05-10-2016,14:57:00,2016-10-05 14:57:00,,0.5,1.0,0.65051993067591,-0.45425083264186206,6.820244171506966
33,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,05-10-2016,15:30:00,2016-10-05 15:30:00,,0.0,1.0,0.5894280762564992,-0.6076500789746261,5.746449447177618
34,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,05-10-2016,16:04:00,2016-10-05 16:04:00,,0.0,1.0,0.5838821490467938,-0.6215756843154727,5.64897020979169
35,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,1,0,05-10-2016,16:30:00,2016-10-05 16:30:00,,0.0,0.5,0.3290294627383016,-1.261500767244067,5.0
36,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,06-10-2016,07:57:00,2016-10-06 07:57:00,,0.0,1.0,0.340207972270364,-1.2334319689789228,5.0
37,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,06-10-2016,08:30:00,2016-10-06 08:30:00,,0.0,1.0,0.34367417677642986,-1.2247284656408937,5.0
38,BHMBCCMKT01,577,26.14453614,91.73617216,70,car,low,1,0,06-10-2016,08:57:00,2016-10-06 08:57:00,,0.0,1.0,0.34852686308492203,-1.212543560967653,5.0
39,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,2,0,06-10-2016,09:30:00,2016-10-06 09:30:00,,0.0,1.0,0.5658578856152513,-0.6668339016732245,5.332162688287428
40,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,3,0,06-10-2016,10:03:00,2016-10-06 10:03:00,,0.0,1.0,0.7935875216637782,-0.09501373236470846,9.33490387344704
41,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,3,0,06-10-2016,10:30:00,2016-10-06 10:30:00,,0.5,1.0,0.6609185441941074,-0.4281403226277748,7.003017741605577
42,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,3,0,06-10-2016,10:57:00,2016-10-06 10:57:00,,0.5,1.0,0.6727036395147314,-0.39854841127847546,7.210161121050672
43,BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,average,4,0,06-10-2016,11:30:00,2016-10-06 11:30:00,,0.5,,,,
44,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,high,7,0,06-10-2016,12:04:00,2016-10-06 12:04:00,,1.0,1.0,1.3379549393414214,1.271871466872772,18.9031002681094
45,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,06-10-2016,12:30:00,2016-10-06 12:30:00,,1.0,1.0,1.3428076256499135,1.2840563715460125,18.988394600822087
46,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,5,0,06-10-2016,12:57:00,2016-10-06 12:57:00,,0.5,1.0,1.087261698440208,0.6423905879498121,14.496734115648684
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,06-10-2016,13:30:00,2016-10-06 13:30:00,,1.0,0.5,1.2941941074523398,1.1619897372301533,18.133928160611074
48,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,5,0,06-10-2016,13:57:00,2016-10-06 13:57:00,,0.5,1.0,1.0886481802426342,0.6458719892850235,14.521103924995165
49,BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,average,3,0,06-10-2016,14:30:00,2016-10-06 14:30:00,,0.5,,,,
50,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,2,0,06-10-2016,15:04:00,2016-10-06 15:04:00,,0.0,1.0,0.6095320623916811,-0.5571697596140571,6.0998116827016
51,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,2,0,06-10-2016,15:31:00,2016-10-06 15:31:00,,0.0,0.5,0.5560658578856154,-0.6914212986031566,5.160050909777905
52,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,low,1,0,06-10-2016,16:04:00,2016-10-06 16:04:00,,0.0,0.5,0.34358752166377815,-1.2249460532243446,5.0
53,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,06-10-2016,16:30:00,2016-10-06 16:30:00,,0.0,1.0,0.5894280762564992,-0.6076500789746261,5.746449447177618
54,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,07-10-2016,08:03:00,2016-10-07 08:03:00,,0.0,1.0,0.540207972270364,-0.7312398263746402,5.0
55,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,07-10-2016,08:30:00,2016-10-07 08:30:00,,0.5,1.0,0.3922876949740035,-1.1026618313250347,5.0
56,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,1,0,07-10-2016,09:04:00,2016-10-07 09:04:00,,0.0,1.0,0.3519930675909879,-1.2038400576296238,5.0
57,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,07-10-2016,09:30:00,2016-10-07 09:30:00,,0.0,1.0,0.5714038128249567,-0.6529082963323779,5.429641925673355
58,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,07-10-2016,09:57:00,2016-10-07 09:57:00,,0.0,0.5,0.538734835355286,-0.7349388152933026,5.0
59,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,high,5,0,07-10-2016,10:30:00,2016-10-07 10:30:00,,1.0,2.0,1.0192374350086655,0.4715843349409898,13.301090344586928
60,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,3,0,07-10-2016,10:57:00,2016-10-07 10:57:00,,0.5,1.0,0.6803292894280764,-0.37940070393481123,7.344195072456321
61,BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,average,4,0,07-10-2016,11:30:00,2016-10-07 11:30:00,,0.5,0.5,0.8379549393414212,0.016391110362064764,10.114737772534452
62,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,07-10-2016,12:03:00,2016-10-07 12:03:00,,1.0,1.0,1.345580589254766,1.2910191742164356,19.03713421951505
63,BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,high,7,0,07-10-2016,12:30:00,2016-10-07 12:30:00,,1.0,0.5,1.2928076256499135,1.1585083358949417,18.109558351264592
64,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,high,7,0,07-10-2016,13:04:00,2016-10-07 13:04:00,,1.0,1.0,1.3386481802426344,1.2736121675403773,18.915285172782642
65,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,07-10-2016,13:30:00,2016-10-07 13:30:00,,1.0,1.0,1.3393414211438477,1.2753528682079835,18.927470077455887
66,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,average,3,0,07-10-2016,14:03:00,2016-10-07 14:03:00,,0.5,0.5,0.6337954939341423,-0.4962452362478526,6.526283346265032
67,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,4,0,07-10-2016,14:30:00,2016-10-07 14:30:00,,0.5,1.0,0.8754766031195841,0.11060653399623042,10.774245737973613
68,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,low,2,0,07-10-2016,15:04:00,2016-10-07 15:04:00,,0.0,2.0,0.7192374350086654,-0.2817038789654343,8.02807284724196
69,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,low,2,0,07-10-2016,15:30:00,2016-10-07 15:30:00,,0.0,,,,
70,BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,low,2,0,07-10-2016,15:57:00,2016-10-07 15:57:00,,0.0,,,,
71,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,07-10-2016,16:30:00,2016-10-07 16:30:00,,0.0,1.0,0.5915077989601387,-0.6024279769718085,5.78300416119734
72,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,08-10-2016,07:57:00,2016-10-08 07:57:00,,0.0,1.0,0.340207972270364,-1.2334319689789228,5.0
73,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,08-10-2016,08:30:00,2016-10-08 08:30:00,,0.5,1.0,0.3922876949740035,-1.1026618313250347,5.0
74,BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,low,1,0,08-10-2016,08:57:00,2016-10-08 08:57:00,,0.0,2.0,0.4519930675909879,-0.9527439863274825,5.0
75,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,low,2,0,08-10-2016,09:30:00,2016-10-08 09:30:00,,0.0,1.0,0.5720970537261699,-0.6511675956647719,5.441826830346597
76,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,3,0,08-10-2016,10:04:00,2016-10-08 10:04:00,,0.0,1.0,0.8095320623916812,-0.054977617009774264,9.61515668093158
77,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,average,3,0,08-10-2016,10:30:00,2016-10-08 10:30:00,,0.5,2.0,0.7824090121317158,-0.12308253062985267,9.138422285591032
78,BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,average,4,0,08-10-2016,10:57:00,2016-10-08 10:57:00,,0.5,2.0,1.0045927209705374,0.43481203333781704,13.043684233364718
79,BHMBCCMKT01,577,26.14453614,91.73617216,254,car,average,4,0,08-10-2016,11:30:00,2016-10-08 11:30:00,,0.5,1.0,0.9260831889081456,0.23767768273145606,11.663743779120193
80,BHMBCCMKT01,577,26.14453614,91.73617216,306,car,high,7,0,08-10-2016,12:04:00,2016-10-08 12:04:00,,1.0,1.0,1.4121317157712308,1.458126438306596,20.0
81,BHMBCCMKT01,577,26.14453614,91.73617216,320,car,high,8,0,08-10-2016,12:30:00,2016-10-08 12:30:00,,1.0,1.0,1.621837088388215,1.9846883902573598,20.0
82,BHMBCCMKT01,577,26.14453614,91.73617216,348,car,high,7,0,08-10-2016,13:04:00,2016-10-08 13:04:00,,1.0,1.0,1.441247833622184,1.5312358663460408,20.0
83,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,high,7,0,08-10-2016,13:30:00,2016-10-08 13:30:00,,1.0,1.0,1.4474870017331025,1.5469021723544936,20.0
84,BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,average,4,0,08-10-2016,14:03:00,2016-10-08 14:03:00,,0.5,0.5,0.973830155979203,0.35756844121280834,12.502979088489658
85,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,average,4,0,08-10-2016,14:30:00,2016-10-08 14:30:00,,0.5,1.0,1.0272963604852687,0.4918199802019079,13.442739861413354
86,BHMBCCMKT01,577,26.14453614,91.73617216,395,car,average,4,0,08-10-2016,14:57:00,2016-10-08 14:57:00,,0.5,1.0,1.023830155979203,0.4831164768638788,13.38181533804715
87,BHMBCCMKT01,577,26.14453614,91.73617216,406,car,average,3,0,08-10-2016,15:30:00,2016-10-08 15:30:00,,0.5,1.0,0.8314558058925476,7.204160325994412e-05,10.000504291222821
88,BHMBCCMKT01,577,26.14453614,91.73617216,381,car,low,2,0,08-10-2016,16:04:00,2016-10-08 16:04:00,,0.0,1.0,0.7641247833622183,-0.16899351073795654,8.817045424834305
89,BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,low,2,0,08-10-2016,16:30:00,2016-10-08 16:30:00,,0.0,2.0,0.8530329289428076,0.05425134988249141,10.379759449177438
90,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,low,2,1,09-10-2016,08:04:00,2016-10-09 08:04:00,,0.0,1.0,0.6291161178509532,-0.5079949657541922,6.444035239720654
91,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,2,1,09-10-2016,08:30:00,2016-10-09 08:30:00,,0.0,0.5,0.5791161178509533,-0.6335430014052628,5.565198990163161
92,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,low,2,1,09-10-2016,09:04:00,2016-10-09 09:04:00,,0.0,1.0,0.6298093587521664,-0.5062542650865866,6.456220144393894
93,BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,low,2,1,09-10-2016,09:30:00,2016-10-09 09:30:00,,0.0,,,,
94,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,average,3,1,09-10-2016,09:57:00,2016-10-09 09:57:00,,0.5,1.0,0.6846620450606586,-0.36852132476227484,7.420350726664076
95,BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,high,5,1,09-10-2016,10:30:00,2016-10-09 10:30:00,,1.0,,,,
96,BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,average,6,1,09-10-2016,11:04:00,2016-10-09 11:04:00,,0.5,2.0,1.4193240901213175,1.4761862077330068,20.0
97,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,09-10-2016,11:30:00,2016-10-09 11:30:00,,0.5,1.0,1.33734835355286,1.2703483537886173,18.892438476520322
98,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,average,6,1,09-10-2016,11:57:00,2016-10-09 11:57:00,,0.5,1.0,1.35259965337955,1.3086437684759458,19.160506379331622
99,BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,high,9,1,09-10-2016,12:30:00,2016-10-09 12:30:00,,1.0,2.0,1.9178509532062393,2.7279675753250503,20.0
100,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,high,8,1,09-10-2016,13:04:00,2016-10-09 13:04:00,,1.0,1.0,1.6310225303292896,2.0077526741031373,20.0
101,BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,high,9,1,09-10-2016,13:30:00,2016-10-09 13:30:00,,1.0,0.5,1.7921143847487002,2.412247991738042,20.0
102,BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,high,7,1,09-10-2016,14:03:00,2016-10-09 14:03:00,,1.0,,,,
103,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,1,09-10-2016,14:30:00,2016-10-09 14:30:00,,0.5,1.0,1.194887348353553,0.9126343665956178,16.388440566169326
104,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,low,3,1,09-10-2016,15:04:00,2016-10-09 15:04:00,,0.0,1.0,0.9324090121317158,0.25356157632335935,11.774931034263517
105,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,low,3,1,09-10-2016,15:30:00,2016-10-09 15:30:00,,0.0,1.0,0.924783362218371,0.23441386897969543,11.640897082857869
106,BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,low,3,1,09-10-2016,16:03:00,2016-10-09 16:03:00,,0.0,2.0,1.0074523396880417,0.441992423591691,13.093946965141836
107,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,2,1,09-10-2016,16:30:00,2016-10-09 16:30:00,,0.0,1.0,0.6922010398613518,-0.34959120500206153,7.5528615649855695
108,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,10-10-2016,08:04:00,2016-10-10 08:04:00,,0.0,0.5,0.2874350086655113,-1.365942807300417,5.0
109,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,low,1,0,10-10-2016,08:30:00,2016-10-10 08:30:00,,0.0,2.0,0.4388214904679376,-0.9858172990119933,5.0
110,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,10-10-2016,09:04:00,2016-10-10 09:04:00,,0.0,1.0,0.34506065857885615,-1.221247064305682,5.0
111,BHMBCCMKT01,577,26.14453614,91.73617216,73,bike,low,2,0,10-10-2016,09:30:00,2016-10-10 09:30:00,,0.0,0.5,0.5006065857885615,-0.8306773520116235,5.0
112,BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,low,2,0,10-10-2016,10:03:00,2016-10-10 10:03:00,,0.0,,,,
113,BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,average,4,0,10-10-2016,10:30:00,2016-10-10 10:30:00,,0.5,,,,
114,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,10-10-2016,10:57:00,2016-10-10 10:57:00,,0.5,1.0,0.6498266897746967,-0.45599153330946807,6.808059266833723
115,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,10-10-2016,11:30:00,2016-10-10 11:30:00,,0.5,1.0,0.8532928942807626,0.05490411263284382,10.384328788429906
116,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,10-10-2016,11:57:00,2016-10-10 11:57:00,,0.5,1.0,0.8602253032928943,0.072311119308902,10.506177835162314
117,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,10-10-2016,12:30:00,2016-10-10 12:30:00,,1.0,1.0,1.1185441941074525,0.7209397055755258,15.04657793902868
118,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,5,0,10-10-2016,13:04:00,2016-10-10 13:04:00,,0.5,2.0,1.1720103986135182,0.8551912445646251,15.986338711952378
119,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,6,0,10-10-2016,13:30:00,2016-10-10 13:30:00,,1.0,1.0,1.1192374350086658,0.7226804062431319,15.058762843701922
120,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,10-10-2016,14:03:00,2016-10-10 14:03:00,,1.0,1.0,0.9116117850953206,0.2013405562951843,11.40938389406629
121,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,10-10-2016,14:30:00,2016-10-10 14:30:00,,0.5,1.0,0.6567590987868285,-0.43858452663340963,6.929908313566133
122,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,4,0,10-10-2016,14:57:00,2016-10-10 14:57:00,,0.5,1.0,0.8449740034662045,0.034015704621573835,10.238109932351016
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,10-10-2016,15:30:00,2016-10-10 15:30:00,,0.0,0.5,0.3394280762564991,-1.2353902572299795,5.0
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,10-10-2016,15:57:00,2016-10-10 15:57:00,,0.5,1.0,0.6401213171577124,-0.4803613426559496,6.637470601408353
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,10-10-2016,16:30:00,2016-10-10 16:30:00,,0.0,2.0,0.6790294627383016,-0.3826645176865724,7.321348376193994
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,11-10-2016,08:04:00,2016-10-11 08:04:00,,0.5,0.5,0.13882149046793762,-1.7391055129184172,5.0
127,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,11-10-2016,08:30:00,2016-10-11 08:30:00,,0.0,1.0,0.344367417677643,-1.2229877649732879,5.0
128,BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,low,1,0,11-10-2016,08:57:00,2016-10-11 08:57:00,,0.0,2.0,0.4512998266897747,-0.9544846869950884,5.0
129,BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,low,2,0,11-10-2016,09:30:00,2016-10-11 09:30:00,,0.0,0.5,0.514471403812825,-0.7958633386595069,5.0
130,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,average,2,0,11-10-2016,09:57:00,2016-10-11 09:57:00,,0.5,0.5,0.38942807625649917,-1.1098422215789088,5.0
131,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,11-10-2016,10:30:00,2016-10-11 10:30:00,,0.5,1.0,0.6657712305025997,-0.4159554179545339,7.088312074318264
132,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,3,0,11-10-2016,10:57:00,2016-10-11 10:57:00,,0.5,1.0,0.6886481802426344,-0.3585122959235412,7.490413928535212
133,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,average,5,0,11-10-2016,11:30:00,2016-10-11 11:30:00,,0.5,1.0,1.1018197573656847,0.678945301969535,14.752617113786744
134,BHMBCCMKT01,577,26.14453614,91.73617216,225,car,high,7,0,11-10-2016,12:03:00,2016-10-11 12:03:00,,1.0,1.0,1.3559792027729638,1.3171296842305233,19.21990778961366
135,BHMBCCMKT01,577,26.14453614,91.73617216,221,cycle,high,8,0,11-10-2016,12:30:00,2016-10-11 12:30:00,,1.0,,,,
136,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:04:00,2016-10-11 13:04:00,,1.0,,,,
137,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:31:00,2016-10-11 13:31:00,,1.0,,,,
138,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,average,4,0,11-10-2016,14:04:00,2016-10-11 14:04:00,,0.5,0.5,0.8441941074523398,0.032057416370517455,10.22440191459362
139,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,average,3,0,11-10-2016,14:30:00,2016-10-11 14:30:00,,0.5,1.0,0.6824090121317158,-0.3741786019319939,7.380749786476041
140,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,low,2,0,11-10-2016,15:03:00,2016-10-11 15:03:00,,0.0,0.5,0.5657712305025997,-0.6670514892566751,5.330639575203274
141,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,low,2,0,11-10-2016,15:33:00,2016-10-11 15:33:00,,0.0,1.0,0.6102253032928943,-0.5554290589464513,6.111996587374842
142,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,1,0,11-10-2016,16:01:00,2016-10-11 16:01:00,,0.0,0.5,0.35398613518197575,-1.198835543210257,5.0
